HLLG #,Read bibliography
605,"Ramón Járrega Domínguez, ""Las últimas importaciones romanas de cerámica en el este de Hispania Tarraconensis: una aproximación,"" 146; Chavarria Arnau 2007, 170; García-Entero, Los balnea, 57

Pere Castanyer Masoliver and Joaquim Tremoleda Trilla, ""La villa romana de Vilauba (Girona) durante la Antiguedad tardía: Continuidad o ruptura,"" Saldvie 2 (2001-2002), 159-176.

Peña Cervantes 2010, Torcularia vol. 2, 542-549"
606,"Ramón Járrega Domínguez, ""Las últimas importaciones romanas de cerámica en el este de Hispania Tarraconensis: una aproximación,"" 146

Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona, 81

Maria Adserias Sans, Josep Maria Macías, Joan Menchon i Bes, and Josep M. Puche, ""Transformació urbana de Tarraco al s. IV dc. Noves dades arqueològiques,"" Annals de l'Institut d'Estudis Gironins 37 (1996 - 1997), 923-938, at 925-926"
607,"Ramón Járrega Domínguez, ""Las últimas importaciones romanas de cerámica en el este de Hispania Tarraconensis: una aproximación,"" 146; 

Jarrega Dominguez 2012 ""La Terra Sigillata Hispánica Tardía (TSHT) en la costa este de Hispania. Una aproximación general,"" 72

(Nieto 1993, Nolla 1984: 445)

Nolla, J. M., ""Excavaciones recientes en la Ciudadela de Roses: el edificio bajo-imperial,"" Papers in Iberian Archeology. BAR International series, 193 (1984) 430-459. 
"
608,"Ramón Járrega Domínguez, ""Las últimas importaciones romanas de cerámica en el este de Hispania Tarraconensis: una aproximación,"" 147; Prevosti, M., 1981a: Cronologia i poblament a l’àrea rural de Baetulo (Monografies Badalonines, 3).Badalona.

Chavarría Arnau 2007, 177-178
Peña Cervantes 2010, Torcularia, vol. 2, 423-27
García-Entero, Los balnea, 45

Josep Guitart i Duran, ""Excavación en la zona Sudeste de la Villa romana de Sentromà (Tiana),"" Pyrenae 6 (1970), 111-165, plates I-III


"
609,"Ramón Járrega Domínguez, ""Las últimas importaciones romanas de cerámica en el este de Hispania Tarraconensis: una aproximación,"" 147, 150; Chavarría Arnau 2007, 182
Peña Cervantes 2010, Torcularia, vol. 2, 432-33. 

A. López y J. Fierro, “Un conjunto cerámico cerrado, del siglo V d.C., hallado en Darró, Vilanova i la Geltrú, Barcelona”, Espacio, tiempo y forma. Serie I, Prehistoria y arqueología 6 (1993), 343-364.

A. López y J. Fierro, “La época romana en Darró (Vilanova i la
Geltrú, Barcelona”, Espacio, tiempo y forma. Serie I, Prehistoria y arqueología 3 (1990), 203-254.

A. Arribas, “El poblado ibérico y la villa romana de Adarró
(Villanueva y la Geltrú),"" Ampurias, 21 (1959), 323-329."
610,"Ramón Járrega Domínguez, ""Las últimas importaciones romanas de cerámica en el este de Hispania Tarraconensis: una aproximación,""

Albert López, Xavier Fierro i Macía, and Àlvar Caixal Mata, ""Un nou jaciment a l'Ager de Tarraco. La vil.la romana del castell de Cubellles,"" Annals de l'Institut d'Estudis Gironins 37 (1997), 853-873"
611,"Ramón Járrega Domínguez, ""Las últimas importaciones romanas de cerámica en el este de Hispania Tarraconensis: una aproximación,"""
612,"Full book on site: Macias Solé and Menchon 2007; Ramón Járrega Domínguez, ""Las últimas importaciones romanas de cerámica en el este de Hispania Tarraconensis: una aproximación,""

MACIAS i SOLÉ, Josep Maria; MENCHON i BES, Joan Josep. La vil·la romana dels Hospitals (el Morell, Tarragona). Un assentament de la via De Italia in Hispanias. Tarragona: Institut Català d'Arqueologia Clàssica [et al.], 2007

García-Entero, Los balnea, 87"
613,"Ramón Járrega Domínguez, ""Las últimas importaciones romanas de cerámica en el este de Hispania Tarraconensis: una aproximación,"" 147-48

Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona, 68"
614,"Ramón Járrega Domínguez, ""Las últimas importaciones romanas de cerámica en el este de Hispania Tarraconensis: una aproximación,"" 149; Remola Vallverdu 2000, 40-44. 

Also see Reynolds 1995, 281; López, 2007


"
616,"Ramón Járrega Domínguez, ""Las últimas importaciones romanas de cerámica en el este de Hispania Tarraconensis: una aproximación,"" 150

Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona, 29-36"
617,"Ramón Járrega Domínguez, ""Las últimas importaciones romanas de cerámica en el este de Hispania Tarraconensis: una aproximación,"" 150

Járrega, R. (2005b): “Los contextos cerámicos tardoantiguos del conjunto episcopal de Barcino”, en L.A. García Moreno y S. Rascón (eds.), Guerra y rebelión en la Antigüedad Tardía. El siglo VII en Es- paña y su contexto mediterráneo. Actas de los IV y V Encuentros Internacionales Hispania en la Antigüedad Tardía. Acta Antiqua Complutensia 5, pp. 231-251. Alcalá de Henares (1999 y 2000), Alcalá de Henares, Ayuntamiento de Alcalá de Henares.

Julia Beltrán de Heredia Bercero, ""Barcelona, la topografía de un centro de poder visigodo: católicos y arrianos a través de la arqueología,"" in Territorio, topografía y arquitectura de poder durante la Antigüedad Tardía, edited by Isabel Sánchez Ramos and Pedro Mateos Cruz (Mérida: CSIC-Junta de Extremadura, 2018

García-Entero, ""Los balnea,"" 212-213"
618,"Ramón Járrega Domínguez, ""Las últimas importaciones romanas de cerámica en el este de Hispania Tarraconensis: una aproximación,"" 150; Jarrega Dominguez 2012 ""La Terra Sigillata Hispánica Tardía (TSHT) en la costa este de Hispania. Una aproximación general,"" 73

Cela, X., y Revilla, V., 2004: La transició delmunicipium d’Iluro a Alarona (Mataró). Culturamaterial i transformacions d’un espai urbà entre elssegles V i VII dC Mataró (Laietania, 15. 


López 2007"
619,"Ramón Járrega Domínguez, ""Las últimas importaciones romanas de cerámica en el este de Hispania Tarraconensis: una aproximación,"" 151

Clariana y Járrega 1990, Járrega y Clariana 1996

Ramon Járrega i Domínguez and Joan-Francesc Clariana i Roig, ""El jaciment arqueològic de Can Modolell (Cabrera de Mar, Maresme) durant l’Antiguitat Tardana. Estudi de les ceràmiques d’importació,"" Cypsela XI (1996), 125-152."
620,"Ramón Járrega Domínguez, ""Las últimas importaciones romanas de cerámica en el este de Hispania Tarraconensis: una aproximación,"" 151; 

Comas, M., y Padrós, P., 1997: “Un context ceràmicdel segle VI a Baetulo”, AADD: Contextos ceràmicsd’època romana tardana i de l’alta edat mitjana(segles IV-X). Taula Rodona (Arqueomediterrània,2). Barcelona, 121-130."
621,"Remolà Vallverdú 2000, 69-70; "
622,"Remolà Vallverdú 2000, 55"
623,"Remolà Vallverdú 2000, 84

Josep M. Macias Solé, ""L'arquitectura termal a Tarraco i el seu teritorium: Reflexions sense resposta,"" Butlletí Arqueològic, V, 32 (2009), 541-567

Marta Pavía Page, “Termas públicas de Hispania citerior: cronología, modelos e inserción urbana,” in Termas públicas de Hispania (2020), 265-282"
624,"AAA 2006, 135-53. 

Julian Martínez García, ""El Mausoleo altoimperial de Abla (Abla, Almería). Excavación Arqueológica,"" AAA 1987, III, 7-17"
625,"Salvador Bravo Jiménez and David Trinidad López, ""Actividad arqueológica en la Plaza del Coral de Algeciras (Cádiz). Los hallazgod de época romana y bajomedieval,"" CÆTARIA 6-7 (2009): 107-124. "
626,"Juan Ramírez León and Antonio Villalpando Moreno, "" Actividad arqueológica preventica. Sondeos arqueológicos en las calles Luja 13 - Recta 3. El Puerto de Santa María (Cádiz),"" AAA 2006, 660-670. 

ALONSO DE LA SIERRA, J., 1994: Cerámicas foceas de barniz rojo (Late Roman C) en el valle del Guadalquivir y el Estrecho de Gibraltar, Actas de la III Reunión de Arqueología Cristiana Hispánica, Barcelona, 391-395,"
627,AAA?
628,See notes
629,
630,"AAA 2006, 3449-3467."
631,"Ana Arancibia Román and María del Mar Escalante Aguilar, ""Aportaciones a la arqueología urbana de Málaga, de la Málaga fenicia a la Málaga bizantina a través de los resultados de la excavación de c/ Cister 3 - San Agustín 4,"" AAA 2006, 3635-3656.

Angel Recio Ruiz, ""Arqueología urbana en Málaga. Informe preliminar sobre el sondeo de San Agustín,"" Mainake 8-9, 129-144.

Ana Arancibia Román and María del Mar Escalante Aguilar, ""Memoria final de la intervención arqueológica de urgencia de c/ Cister 3 - c/ San Agustin 4. Málaga. Casco Histórico."" Unpublished report in the Diputación Provincial de Cultura, Málaga (2009). "
632,"AAA 2006, 4056-4070. "
633,"AAA 2006, 4071-4128"
634,"AAA 2006, 4366-4380. "
636,"AAA 2006, 4607-4647, "
637,"AAA 2006, 4817-4824."
638,"AAA 2005, 363-383"
639,AAA 2005?
640,"AAA 2005, 722-731"
641,"AAA 2005, 1928-1950."
642,"AAA 2005, 2386- 2396"
643,"AAA 2005, 2405-2423

María Carmen Íñiguez Sánchez, ""Memoria científica de la actuación arqueológica preventiva: sondeo realizado en el no. 5 de la calle Marquesa de Moya (Málaga),"" unpublished report in the Diputación Provincial de Cultura, Málaga (2007). "
644,"AAA 2005, 2431-2439. "
645,"María Carmen Íñiguez Sánchez, ""Málaga tardorromana e islámica. Resultados de la I.AP. sondeo realizado en calle Pozos Dulces 3 y 5 (Málaga)"", AAA 2005, 2452-2467.

Pilar Corrales Aguilar, ""Calle Pozos Dulces, 3 y 5 (Málaga, Spain),""  RAMPPA, Atlantic-Mediterranean Excellence Network on Ancient Fishing Heritage (http://ramppa.uca.es/cetaria/calle-pozos-dulces-3-y-5), 26 November, 2016.

María Carmen Íñiguez Sánchez, ""Memoria científica de la actuación arqueológica preventive: sondeo realizada en el solar objeto de nueva edificación ubicado en la calle Pozos Dulces no. 3 y 5 de Málaga,"" unpublished report in the Diputación Provincial de Cultura, Málaga (2006). "
646,"AAA 2005, 2688-2706. 

Carmen Rocío Alba Toledo, ""Excavación arqueológica preventiva, calle Compañía 10 - Los Mártires 4-6-8. Memoria final."" EXPTE 08/05 (2007). Unpublished report in the Diputación Provincial de Cultura, Málaga. 

Pilar Corrales Aguilar, ""Calle Compañía y Especerías. Palacio de Villalón (Museo Carmen Thyssen) (Málaga, Spain),""  RAMPPA, Atlantic-Mediterranean Excellence Network on Ancient Fishing Heritage (http://ramppa.uca.es/cetaria/calle-compania-y-especerias-palacio-de-villalon-museo-carmen-thyssen), 26 November, 2016.

Pedro Jesús Sánchez Bandera, ""Resultados de la investigación arqueológica en el subsuelo del Museo Carmen Thyssen Málaga. La transformación del espacio construído entre mediados del siglo IV y la primera mitad del siglo V d.C."", UE-0, Revista digital 1 (2015), 76-91.

"
647,"AAA 2005, 2829-2830. "
648,"AAA 2005, 2827-2833. "
649,"Hunt Ortiz 2012, 73-89"
650,"Raquel Martínez Peñín and Fernanda Magalhães, ""El estudio de las producciones cerámicas tardoantiguas localizadas en el área suroeste de la ciudad de Braga (Portugal),"" in Antigüedad en progress: Actas del I Congreso Internacional de Jóvenes Investigadores del Mundo Antiguo (2014), 601-619.

Marot 1997, 183; 

Morais, R. 2010: “Estudio preliminar de la terra sigillata hispánica tardía de Bracara Augusta”, Rei Cretariae Romanae Fautorum Acta, 41, Bonn, 437-461.

Rui Morais, ""O forum no contexto urbano de Bracara Augusta: o templo octástilo,"" Saguntum 41 (2009), 199-207

Rui Morais, ""Bracara Augusta"" (Braga, 2010) [book]


Alexandra Gaspar, ""Cerâmicas cinzentas da antuidade tardia e alto-medievais de Braga e Dume,"" in Cerámicas tardorromanas y altomedievales en la Península Ibérica. Ruptura y Continuidad, ed. L. Caballero, P. Mateos and M. Retuerce, 455-481 (Anejos de Archivo Español de Arqueología XXVIII. Madrid, 2003), 

Manuela Delgado and Rui Morais, Guia das cerâmicas de produção local de Bracara Augusta [book, 2009, guidebook to local ceramic productions]
"
651,"Raquel Martínez Peñín and Fernanda Magalhães, ""El estudio de las producciones cerámicas tardoantiguas localizadas en el área suroeste de la ciudad de Braga (Portugal),"" in Antigüedad en progress: Actas del I Congreso Internacional de Jóvenes Investigadores del Mundo Antiguo, edited by Pedro D. Conesa Navarro, José J. Martínez García, Celso M. Sánchez Mondéjar, Carlos Molina Valero, and Lucía García Carreras (Murcia: CEPO, 2014), 601-619.

Raquel Martínez Peñín, Manuela Martins, Fernanda Magalhães, Jorge Ribeiro, and Cristina Braga, ""Estudio preliminar de las producciones cerámicas tardías y altomedieval localizadas en el área envolvente del teatro romano de Braga,"" in Cerámicas Altomedievales en Hispania y su entorno (siglos V-VIII d.C.), edited by Iñaki Martín Viso, Patricia Fuentes Melgar, José Carlos Sastre Blanco, and Raúl Catalán Ramos, 189-209 (Arbotante Patrimonio e Innovación, 2018). 
"
652,"Raquel Martínez Peñín and Fernanda Magalhães, ""El estudio de las producciones cerámicas tardoantiguas localizadas en el área suroeste de la ciudad de Braga (Portugal),"" in Antigüedad en progress: Actas del I Congreso Internacional de Jóvenes Investigadores del Mundo Antiguo (2014), 601-619, at 613. 

"
653,"Raquel Martínez Peñín and Fernanda Magalhães, ""El estudio de las producciones cerámicas tardoantiguas localizadas en el área suroeste de la ciudad de Braga (Portugal),"" in Antigüedad en progress: Actas del I Congreso Internacional de Jóvenes Investigadores del Mundo Antiguo (2014), 601-619, at 613-15

Raquel Martínez Peñín, Armandino Cunha, Fernanda Magalhães, and Manuela Martins, ""La secuencia tardoantigua y medieval de la zona arqueológica D. Afonso Henriques 36/40 y 42/56: una contribución al estudio de la cerámica medieval de Braga,"" Monografias Ex Officina Hispana II, Tomo I (2014), 561-572.

Jorge Ribeiro, Adolfo Fernández, Armandino Cunha, Manuela Martins, Fernanda Magalhães, and Cristina Braga, ""A cerâmica romana do balneário da rua D. Afonso Henriques: estudo preliminar da sequenciação cronológica eocupacional do edifício (Braga, Portugal),"" Monografias ex Officina Hispana II (2014), 483-506"
654,"Raquel Martínez Peñín and Fernanda Magalhães, ""El estudio de las producciones cerámicas tardoantiguas localizadas en el área suroeste de la ciudad de Braga (Portugal),"" in Antigüedad en progress: Actas del I Congreso Internacional de Jóvenes Investigadores del Mundo Antiguo (2014), 601-619,

Peñin et al 2014

Raquel Martínez Peñín, Manuela Martins, Ana Catarina Torres, and Fernanda Magalhães, ""A sequência de ocupação do Ex-Albergue Distrital (Braga, Portutal),"" GALLÆCIA 36 (2017), 103-127"
655,"Peñin 2007, 216"
656,"López 2007, 216

Aquilué, X., y Burés, L., 1999: “La ciutat en l’Antiguitat Tardana: fase V”, in X. Aquilué, ed., Intervencions arqueològiques a Sant Martí d’Empúries(1994-1996). De l’assentament precolonial a l’Empúries actual (Monografies Emporitanes, 9). Girona, 389-422, at 394-396"
657,"López 2007, 216; Remola Vallverdu 2000, 28"
658,"López 2007, 2018; Jarrega 1991; García-Entero, Los balnea, 57

Josep Casas i Genover, ""Excavacions a la vil·la romana de Puig Rodon (Corçà, Baix Empordà). Sector I. 1981-1983,"" Annals de l’Institut d’Estudis Gironins 28 (1985-1986), 73-92

J. M. Nola, J. Casas, ""El material ceramic d'importació de la villa romana de Puig Rodon (Corçà, Baix Empordà), d'època severiana a la Baixa Antiguitat,"" Cypsela 8 (1990), 193-218

Peña Cervantes 2010, Torcularia, vol. 2, 536"
659,"López 2007, 2018; Jarrega Dominguez 2012 ""La Terra Sigillata Hispánica Tardía (TSHT) en la costa este de Hispania. Una aproximación general,"" 72

Susanna Manzano Vilar, Joan Llinàs i Pol, Anna Maria Puig Griessenberger, and Xavier Rocas, ""Noves dades sobre el poblament d'època visigoda a Empúries: Resultats de l'excavació d'urgència a la carretera de Sant Martí,"" Annals  de  l'Institut d'Estudis Gironins 3 (1995), 189-204 "
660,"Tomas et al, 1993; López et al 2007; Jarrega Domínguez 2012, 74

Peña Cervantes 2010, Torcularia, vol. 2, 414-415

García-Entero, Los balnea, 42

Eulalia Barrasetas i Dunjó, Alisenda Carbonell i Solé, and Juan Martínez i Tomas, 1992: ""El jaciment romà del Poble Sec, Sant Quirze del Vallès. Vallès Occidental,"" Tribuna d’Arqueologia 1991-1992, 103-109

Joan-Manuel Coll Riera, Jordi Roig Buxó, and Josep-A. Molina Vallmitjana,  “Contextos ceràmics de l’antiguitat tardana del Vallès,"" in Contextos ceràmics d’època romana tardana i de l’alta edat mitjana (segles IV-X). Taula Rodona (Arqueomediterrània, 2), 37-57 (Barcelona, 1997), at 37-39. "
661,"López 2007, 218

Arturo Pérez Fernández, ""Las excavaciones de la Paeria, Lleida, los niveles augusteos y bajo-imperiales: La terra sigillata,"" Revista d'arqueologia de Ponent 9 (1999), 215-252."
662,"Chavarría Arnau 2007, 190.

María Ángeles Mezquíriz, ""Las ""villae"" tardorromanas del Valle del Ebro,"" Trabajos de arqueología Navarra 21 (2009), 199-272, at 265-266

Víctor Revilla Calvo, ""La villa de Casa Blanca (Tortosa, Tarragona): evolución y arquitectura de un asentamiento rural de los siglos I al V d.C.,"" Quaderns de prehistòria i arqueologia de Castelló 19 (1998), 395-416

Pérez Suñé, J. M., 2003: “Materials ceràmics sense context estratigràfic: anàlisi tipològica”, Revilla, V: Economia i poblament romà al curs inferior de l’Ebre. La vil·la de Casa Blanca (Tortosa). Tarragona,169-243
"
